Job_ID,Required_Skill_Level,Required_Experience,Salary_Offer
J_624,69,4,48928
J_625,89,4,40680
J_626,21,4,27536
J_627,19,9,32649
J_628,86,0,44087
J_629,30,5,27113
J_630,10,9,32570
J_631,72,9,45162
J_632,64,7,44599
J_633,20,2,31022
J_634,89,1,39021
J_635,61,3,36978
J_636,45,2,39972
J_637,26,7,40771
J_638,10,3,28047
J_639,92,9,54774
J_640,70,0,40689
J_641,21,5,38565
J_642,80,7,45780
J_643,48,2,39311
J_644,50,9,53250
J_645,57,9,46052
J_646,67,5,47316
J_647,66,3,34614
J_648,30,7,45542
J_649,69,0,36373
J_650,12,0,30757
J_651,44,7,45203
J_652,36,0,22080
J_653,70,0,33122
J_654,12,2,19831
J_655,13,4,26455
J_656,21,4,23885
J_657,48,8,44033
J_658,20,10,44694
J_659,78,0,36525
J_660,18,8,33268
J_661,90,9,50054
J_662,91,10,51758
J_663,27,4,28775
J_664,11,10,44785
J_665,10,2,26240
J_666,84,2,38759
J_667,95,2,46038
J_668,21,7,34056
J_669,29,8,34936
J_670,91,8,60988
J_671,95,2,54479
J_672,78,3,36519
J_673,44,3,31978
J_674,16,7,42322
J_675,91,0,36733
J_676,78,5,46931
J_677,74,9,51802
J_678,12,9,37401
J_679,60,10,49414
J_680,68,0,37533
J_681,21,3,32313
J_682,17,3,21420
J_683,91,1,43142
J_684,20,7,35652
J_685,34,8,40748
J_686,65,9,47389
J_687,24,10,46502
J_688,51,0,27868
J_689,60,0,42001
J_690,44,5,41777
J_691,39,8,36703
J_692,74,1,41674
J_693,21,5,40038
J_694,55,6,37601
J_695,22,7,42264
J_696,68,2,43170
J_697,73,3,45631
J_698,42,4,30658
J_699,87,7,51597
J_700,74,2,42232
J_701,26,6,31341
J_702,75,7,44392
J_703,70,5,50054
J_704,38,7,41413
J_705,74,1,32052
J_706,94,3,44619
J_707,55,5,48317
J_708,11,6,31642
J_709,37,4,29933
J_710,64,9,57023
J_711,34,4,29765
J_712,76,7,52498
J_713,34,5,40227
J_714,13,10,40235
J_715,24,10,47250
J_716,21,1,31871
J_717,81,0,42164
J_718,40,0,32247
J_719,94,1,50764
J_720,43,9,41215
J_721,66,0,39445
J_722,10,4,32435
J_723,46,3,34886
J_724,10,2,23386
J_725,22,7,42050
J_726,66,0,29557
J_727,53,1,36817
J_728,73,3,44757
J_729,20,10,46038
J_730,62,9,46488
J_731,65,10,49519
J_732,80,10,58052
J_733,95,10,63107
J_734,48,2,38180
J_735,43,5,31318
J_736,35,6,45062
J_737,35,1,33346
J_738,94,5,45822
J_739,79,5,52013
J_740,92,0,39921
J_741,19,10,38039
J_742,61,1,42390
J_743,15,10,33361
J_744,91,0,43570
J_745,33,9,36888
J_746,36,1,23297
J_747,38,1,30933
J_748,65,8,44828
J_749,17,9,31176
J_750,39,0,32985
J_751,18,6,39371
J_752,67,6,42845
J_753,95,1,49413
J_754,62,5,43460
J_755,34,6,31094
J_756,80,10,52842
J_757,17,3,34554
J_758,64,8,52038
J_759,85,4,46895
J_760,95,4,45958
J_761,22,10,36095
J_762,95,1,38621
J_763,64,8,41940
J_764,13,1,17598
J_765,14,9,32622
J_766,52,7,43081
J_767,26,1,34012
J_768,81,2,41038
J_769,89,4,51740
J_770,36,4,39399
J_771,37,5,34150
J_772,41,3,33399
J_773,78,7,42565
J_774,75,6,51174
J_775,44,4,33973
J_776,39,1,38937
J_777,91,9,57395
J_778,34,4,36003
J_779,24,2,28056
J_780,69,3,48306
J_781,20,1,20173
J_782,59,6,51425
J_783,68,7,43140
J_784,20,4,26285
J_785,75,3,40410
J_786,81,3,49405
J_787,78,9,48575
J_788,82,5,40762
J_789,43,5,35676
J_790,80,3,37342
J_791,49,8,37895
J_792,13,10,35632
J_793,60,2,32895
J_794,37,10,51894
J_795,22,2,23585
J_796,74,3,49703
J_797,77,4,45774
J_798,60,6,36679
J_799,12,5,33594
J_800,22,6,39255
J_801,39,0,37472
J_802,74,8,51787
J_803,88,0,38787
J_804,51,0,37549
J_805,71,5,39695
J_806,62,10,44389
J_807,52,2,42408
J_808,44,10,39204
J_809,46,0,38049
J_810,83,8,51311
J_811,91,3,47521
J_812,42,7,33653
J_813,64,7,39513
J_814,78,6,56205
J_815,84,1,40352
J_816,85,1,39259
J_817,42,4,36313
J_818,69,2,45807
J_819,21,0,28771
J_820,88,8,49900
J_821,56,1,34840
J_822,86,0,37167
J_823,45,5,34307
J_824,80,0,37953
J_825,28,3,32254
J_826,70,1,33881
J_827,48,5,37773
J_828,42,1,33649
J_829,64,7,53894
J_830,65,6,51583
J_831,12,8,29131
J_832,61,1,42616
J_833,33,5,39421
J_834,17,1,31456
J_835,11,5,32238
J_836,52,2,34945
J_837,25,5,34661
J_838,58,10,45855
J_839,66,10,46599
J_840,55,7,41843
J_841,88,5,48370
J_842,47,6,33439
J_843,58,10,43149
J_844,68,8,56911
J_845,11,9,41482
J_846,66,10,54119
J_847,56,7,37178
J_848,91,6,53506
J_849,30,10,37635
J_850,29,0,28108
J_851,15,6,29030
J_852,43,6,41228
J_853,93,3,47278
J_854,45,5,39172
J_855,63,4,35340
J_856,52,8,42114
J_857,24,1,31086
J_858,47,2,32775
J_859,65,6,40120
J_860,69,1,35372
J_861,53,10,46747
J_862,68,3,37145
J_863,20,1,20670
J_864,83,0,33659
J_865,43,8,47453
J_866,78,5,42581
J_867,70,0,44307
J_868,62,7,50247
J_869,14,5,31397
J_870,82,10,52524
J_871,77,7,53653
J_872,64,7,53132
J_873,65,9,54280
J_874,25,6,41830
J_875,78,0,44599
J_876,11,5,28898
J_877,42,4,40011
J_878,22,10,33077
J_879,11,1,24486
J_880,65,1,32159
J_881,48,10,40846
J_882,90,5,54905
J_883,84,2,44113
J_884,37,1,30722
J_885,54,6,39761
J_886,73,10,53172
J_887,30,5,34601
J_888,30,0,28713
J_889,78,5,51235
J_890,11,10,34589
J_891,76,2,45224
J_892,75,8,56369
J_893,63,10,47383
J_894,59,4,41462
J_895,83,9,52186
J_896,71,5,52146
J_897,39,1,23748
J_898,49,10,42619
J_899,73,9,50353
J_900,74,9,48867
J_901,58,8,39926
J_902,38,0,28048
J_903,45,10,50770
J_904,29,4,25298
J_905,38,4,43105
J_906,36,8,41999
J_907,22,1,26496
J_908,67,2,37153
J_909,52,2,39549
J_910,28,8,46039
J_911,90,1,39817
J_912,95,5,50362
J_913,79,5,51497
J_914,23,2,33341
J_915,16,10,39679
J_916,79,10,58056
J_917,65,10,59153
J_918,42,10,45286
J_919,56,0,28611
J_920,53,10,48476
J_921,48,6,39560
J_922,80,10,59012
J_923,24,4,30325
J_924,71,1,42552
J_925,15,4,25982
J_926,21,0,19918
J_927,94,8,60418
J_928,81,6,51574
J_929,17,7,40949
J_930,26,8,33223
J_931,57,3,32146
J_932,78,4,50489
J_933,52,5,40814
J_934,18,10,41972
J_935,72,5,46933
J_936,84,9,47776
J_937,22,0,17506
J_938,76,4,46360
J_939,79,5,41479
J_940,38,1,25294
J_941,58,5,47170
J_942,32,6,29271
J_943,48,0,35544
J_944,29,8,43104
J_945,23,7,36131
J_946,66,6,38187
J_947,40,2,39649
J_948,53,2,29552
J_949,94,5,49745
J_950,90,7,55336
J_951,35,2,36070
J_952,52,8,48358
J_953,66,7,51787
J_954,72,1,36670
J_955,12,9,33136
J_956,35,2,36895
J_957,61,10,46645
J_958,44,2,29983
J_959,20,9,34441
J_960,42,3,42473
J_961,93,10,60810
J_962,24,10,48611
J_963,78,8,55561
J_964,48,7,43642
J_965,34,6,31515
J_966,21,7,43271
J_967,88,3,43997
J_968,88,10,49462
J_969,41,5,41569
J_970,31,6,30805
J_971,18,7,36043
J_972,89,9,51996
J_973,14,5,33429
J_974,73,3,40018
J_975,26,5,37466
J_976,33,7,42938
J_977,29,3,25474
J_978,86,8,59094
J_979,75,1,43786
J_980,94,8,55468
J_981,69,6,46830
J_982,85,9,60234
J_983,92,9,62838
J_984,70,7,44719
J_985,20,2,20392
J_986,10,1,30321
J_987,88,9,60709
J_988,51,7,41856
J_989,50,3,39710
J_990,47,2,27206
J_991,94,5,51296
J_992,55,10,41707
J_993,40,3,27548
J_994,86,1,46944
J_995,57,1,40357
J_996,11,7,29404
J_997,88,2,42754
J_998,38,5,35378
J_999,51,5,46293
J_1000,59,7,51074
J_1001,14,6,35863
J_1002,94,3,44222
J_1003,73,3,50107
J_1004,95,1,44535
J_1005,90,4,47926
J_1006,58,2,33020
J_1007,83,2,41677
J_1008,95,1,49764
J_1009,42,6,43995
J_1010,80,4,38388
J_1011,94,8,57480
J_1012,68,9,45419
J_1013,44,1,25988
J_1014,50,0,25288
J_1015,29,8,40886
J_1016,66,0,32951
J_1017,29,5,33981
J_1018,37,1,26581
J_1019,90,1,46082
J_1020,70,5,45743
J_1021,20,3,37434
J_1022,11,0,30109
J_1023,57,6,39882
J_1024,32,5,34153
J_1025,74,9,45596
J_1026,14,8,28378
J_1027,60,10,50644
J_1028,29,2,25769
J_1029,66,3,48258
J_1030,27,0,22997
J_1031,35,3,32774
J_1032,76,7,47775
J_1033,44,5,34301
J_1034,75,5,44031
J_1035,95,8,62230
J_1036,54,10,46691
J_1037,23,9,45338
J_1038,69,3,48178
J_1039,78,8,44968
J_1040,80,2,49856
J_1041,67,9,55227
J_1042,23,4,30854
J_1043,76,9,46438
J_1044,40,9,41759
J_1045,12,8,32565
J_1046,74,7,47093
J_1047,57,6,46777
J_1048,63,8,41481
J_1049,37,6,45364
J_1050,18,4,29475
J_1051,79,8,53909
J_1052,33,4,34293
J_1053,29,9,38752
J_1054,63,1,35583
J_1055,26,10,46087
J_1056,78,10,58698
J_1057,50,9,38408
J_1058,86,0,41967
J_1059,87,6,46738
J_1060,92,9,54441
J_1061,43,3,27513
J_1062,86,7,54583
J_1063,80,4,41354
J_1064,58,7,42575
J_1065,53,5,35806
J_1066,64,10,44707
J_1067,14,7,26293
J_1068,18,6,30018
J_1069,46,9,41054
J_1070,40,9,43569
J_1071,93,3,48691
J_1072,18,7,34362
J_1073,68,10,47309
J_1074,67,6,50343
J_1075,20,4,31247
J_1076,46,4,40963
J_1077,17,7,34100
J_1078,39,8,49716
J_1079,74,0,38078
J_1080,23,5,38124
J_1081,63,7,53191
J_1082,94,5,58685
J_1083,47,0,39350
J_1084,71,1,37065
J_1085,59,10,42420
J_1086,54,5,45922
J_1087,74,10,57559
J_1088,20,0,19485
J_1089,20,5,40012
J_1090,31,8,32310
J_1091,95,5,54181
J_1092,22,0,26876
J_1093,71,1,33160
J_1094,60,8,39789
J_1095,59,7,48707
J_1096,87,3,49153
J_1097,56,6,48463
J_1098,23,4,34261
J_1099,13,7,26602
J_1100,78,7,51678
J_1101,50,1,35504
J_1102,44,3,39333
J_1103,60,9,50764
J_1104,23,7,31321
J_1105,88,4,40281
J_1106,79,6,53843
J_1107,36,6,42550
J_1108,68,5,52116
J_1109,60,0,28906
J_1110,84,8,60680
J_1111,27,7,39819
J_1112,62,5,50709
J_1113,57,9,52608
J_1114,75,7,47024
J_1115,90,2,46372
J_1116,81,3,36856
J_1117,63,6,44807
J_1118,59,0,27487
J_1119,52,3,42285
J_1120,53,2,38413
J_1121,62,3,34697
J_1122,15,4,35253
J_1123,37,8,36858
J_1124,58,8,40928
J_1125,28,0,31684
J_1126,83,3,47661
J_1127,56,5,37494
J_1128,60,3,33765
J_1129,52,2,43156
J_1130,90,10,50186
J_1131,77,4,37414
J_1132,56,8,38922
J_1133,44,6,44101
J_1134,22,0,21666
J_1135,24,2,36051
J_1136,78,8,45287
J_1137,70,10,60287
J_1138,21,3,32185
J_1139,26,4,29269
J_1140,43,1,32429
J_1141,82,7,49006
J_1142,38,7,36066
J_1143,91,8,48973
J_1144,57,3,33520
J_1145,69,7,55393
J_1146,47,7,47761
J_1147,42,10,42106
J_1148,85,8,54438
J_1149,30,1,23580
J_1150,34,4,36406
J_1151,74,8,47683
J_1152,42,4,36360
J_1153,22,5,36830
J_1154,30,8,41829
J_1155,74,1,44824
J_1156,10,6,34296
J_1157,39,4,39898
J_1158,46,7,34811
J_1159,45,10,44800
J_1160,41,4,31744
J_1161,92,6,53047
J_1162,56,9,49577
J_1163,89,1,45904
J_1164,27,9,45570
J_1165,20,2,21390
J_1166,57,1,41967
J_1167,82,9,48544
J_1168,66,10,44997
J_1169,30,3,28952
J_1170,67,3,41509
J_1171,49,2,33134
J_1172,15,9,33546
J_1173,31,0,20339
J_1174,60,3,33331
J_1175,70,5,51352
J_1176,85,2,36941
J_1177,45,1,36692
J_1178,47,1,41036
J_1179,45,10,51132
J_1180,77,7,52721
J_1181,91,10,54954
J_1182,36,1,28187
J_1183,60,8,50960
J_1184,65,2,46908
J_1185,84,3,48575
J_1186,20,0,26415
J_1187,23,0,19629
J_1188,22,8,29555
J_1189,88,0,45505
J_1190,20,7,35530
J_1191,77,6,40841
J_1192,74,6,53053
J_1193,15,8,36832
J_1194,80,10,55886
J_1195,44,8,39454
J_1196,95,0,39969
J_1197,69,9,47156
J_1198,68,6,51338
J_1199,20,8,39824
J_1200,70,4,42412
J_1201,28,0,19294
J_1202,47,0,31218
J_1203,92,4,48562
J_1204,80,4,51605
J_1205,57,6,47999
J_1206,30,6,36328
J_1207,43,9,49211
J_1208,32,6,30584
J_1209,57,4,33827
J_1210,23,7,28999
J_1211,55,7,44959
J_1212,55,10,47604
J_1213,55,7,37223
J_1214,79,5,43831
J_1215,80,10,51452
J_1216,49,4,36231
J_1217,86,1,47670
J_1218,24,3,30316
J_1219,70,2,41726
J_1220,31,10,50730
J_1221,63,8,50209
J_1222,16,9,41534
J_1223,30,3,39162
J_1224,20,0,22320
J_1225,57,9,47711
J_1226,93,6,51103
J_1227,42,7,41141
J_1228,34,6,34269
J_1229,35,4,35850
J_1230,77,6,51420
J_1231,32,4,35805
J_1232,69,8,48183
J_1233,35,6,42674
J_1234,11,0,22994
J_1235,40,8,45178
J_1236,55,0,30584
J_1237,71,9,44691
J_1238,69,5,45146
J_1239,13,5,32945
J_1240,11,6,30039
J_1241,25,10,37158
J_1242,13,7,41424
J_1243,21,5,26851
J_1244,63,5,45062
